id,Municipality,ref: ISTAT,year,Waste type,Quantity,category
5360,,4022070,2015,Wood (t),"10,414",8
5361,22071,4022071,2015,Wood (t),"13,807",8
5362,,4022073,2015,Wood (t),"5,981",8
5363,22074,4022074,2015,Wood (t),"40,613",8
5364,,4022075,2015,Wood (t),"45,764",8
5365,,4022076,2015,Wood (t),"11,014",8
5366,22078,4022078,2015,Wood (t),"10,237",8
5367,22079,4022079,2015,Wood (t),"88,493",8
5368,22081,4022081,2015,Wood (t),"37,110",8
5369,,4022082,2015,Wood (t),"18,129",8
5370,,4022083,2015,Wood (t),"22,633",8
5371,,4022084,2015,Wood (t),"28,447",8
5372,,4022085,2015,Wood (t),"3,819",8
5373,,4022086,2015,Wood (t),"17,716",8
5374,22087,4022087,2015,Wood (t),"117,166",8
5375,,4022088,2015,Wood (t),"54,482",8
5376,22089,4022089,2015,Wood (t),"14,997",8
5377,,4022090,2015,Wood (t),"4,549",8
5378,22091,4022091,2015,Wood (t),"5,691",8
5379,22092,4022092,2015,Wood (t),"32,400",8
5380,22093,4022093,2015,Wood (t),"22,481",8
5381,22095,4022095,2015,Wood (t),"40,032",8
5382,,4022096,2015,Wood (t),"8,770",8
5383,22097,4022097,2015,Wood (t),"52,678",8
5384,22098,4022098,2015,Wood (t),"49,556",8
5385,,4022099,2015,Wood (t),"4,303",8
5386,,4022100,2015,Wood (t),"4,880",8
5387,,4022101,2015,Wood (t),"44,960",8
5388,22102,4022102,2015,Wood (t),"75,216",8
5389,22103,4022103,2015,Wood (t),"427,810",8
5390,22229,4022229,2015,Wood (t),"134,446",8
5391,22104,4022104,2015,Wood (t),"129,324",8
5392,,4022105,2015,Wood (t),"11,364",8
5393,22106,4022106,2015,Wood (t),"27,148",8
5394,22108,4022108,2015,Wood (t),"14,690",8
5395,,4022109,2015,Wood (t),"12,259",8
5396,,4022110,2015,Wood (t),"35,700",8
5397,,4022111,2015,Wood (t),"21,160",8
5398,22112,4022112,2015,Wood (t),"2,639",8
5399,22113,4022113,2015,Wood (t),"38,520",8
5400,22114,4022114,2015,Wood (t),"42,670",8
5401,22115,4022115,2015,Wood (t),"74,652",8
5402,22116,4022116,2015,Wood (t),"180,240",8
5403,22117,4022117,2015,Wood (t),"176,460",8
5404,22118,4022118,2015,Wood (t),"148,750",8
5405,22120,4022120,2015,Wood (t),"60,395",8
5406,,4022121,2015,Wood (t),"31,750",8
5407,,4022122,2015,Wood (t),"4,823",8
5408,22123,4022123,2015,Wood (t),"163,710",8
5409,22124,4022124,2015,Wood (t),"85,584",8
5410,,4022125,2015,Wood (t),"18,554",8
5411,,4022126,2015,Wood (t),"24,020",8
5412,22127,4022127,2015,Wood (t),"37,096",8
5413,22128,4022128,2015,Wood (t),"21,225",8
5414,22129,4022129,2015,Wood (t),"13,554",8
5415,22130,4022130,2015,Wood (t),"21,086",8
5416,22131,4022131,2015,Wood (t),"32,440",8
5417,,4022132,2015,Wood (t),"10,580",8
5418,,4022133,2015,Wood (t),"6,101",8
5419,,4022134,2015,Wood (t),"13,338",8
5420,22136,4022136,2015,Wood (t),"44,370",8
5421,22137,4022137,2015,Wood (t),"16,610",8
5422,22138,4022138,2015,Wood (t),"8,070",8
5423,22139,4022139,2015,Wood (t),"442,362",8
5424,,4022140,2015,Wood (t),"24,779",8
5425,22142,4022142,2015,Wood (t),"17,049",8
5426,22143,4022143,2015,Wood (t),"153,116",8
5427,22144,4022144,2015,Wood (t),"42,724",8
5428,,4022145,2015,Wood (t),"68,592",8
5429,22230,4022230,2015,Wood (t),"232,076",8
5430,22147,4022147,2015,Wood (t),"77,532",8
5431,,4022148,2015,Wood (t),"7,956",8
5432,,4022149,2015,Wood (t),"3,646",8
5433,22150,4022150,2015,Wood (t),"26,770",8
5434,,4022151,2015,Wood (t),"29,260",8
5435,,4022152,2015,Wood (t),"38,938",8
5436,22153,4022153,2015,Wood (t),"370,637",8
5437,,4022154,2015,Wood (t),"19,640",8
5438,22155,4022155,2015,Wood (t),"50,697",8
5439,22156,4022156,2015,Wood (t),"39,804",8
5440,22157,4022157,2015,Wood (t),"17,226",8
5441,,4022158,2015,Wood (t),"32,222",8
5442,22135,4022135,2015,Wood (t),"1,333",8
5443,22159,4022159,2015,Wood (t),"25,410",8
5444,,4022160,2015,Wood (t),"36,930",8
5445,22161,4022161,2015,Wood (t),"661,350",8
5446,,4022162,2015,Wood (t),"19,484",8
5447,22163,4022163,2015,Wood (t),"29,444",8
5448,22164,4022164,2015,Wood (t),"10,093",8
5449,22165,4022165,2015,Wood (t),"6,644",8
5450,22231,4022231,2015,Wood (t),"37,406",8
5451,,4022167,2015,Wood (t),"91,790",8
5452,,4022168,2015,Wood (t),"9,032",8
5453,22169,4022169,2015,Wood (t),"29,878",8
5454,22170,4022170,2015,Wood (t),"29,940",8
5455,22171,4022171,2015,Wood (t),"22,373",8
5456,22172,4022172,2015,Wood (t),"19,700",8
5457,22173,4022173,2015,Wood (t),"14,768",8
5458,,4022174,2015,Wood (t),"118,345",8
5459,,4022176,2015,Wood (t),"26,400",8
5460,22177,4022177,2015,Wood (t),"11,130",8
5461,,4022178,2015,Wood (t),"9,005",8
5462,22179,4022179,2015,Wood (t),"34,652",8
5463,22180,4022180,2015,Wood (t),"43,740",8
5464,22181,4022181,2015,Wood (t),"21,998",8
5465,22182,4022182,2015,Wood (t),"28,728",8
5466,22183,4022183,2015,Wood (t),"89,565",8
5467,22184,4022184,2015,Wood (t),"16,405",8
5468,,4022185,2015,Wood (t),"17,672",8
5469,,4022187,2015,Wood (t),"58,422",8
5470,22188,4022188,2015,Wood (t),"31,787",8
5471,22189,4022189,2015,Wood (t),"13,402",8
5472,22190,4022190,2015,Wood (t),"16,431",8
5473,22191,4022191,2015,Wood (t),"39,457",8
5474,,4022192,2015,Wood (t),"36,327",8
5475,22193,4022193,2015,Wood (t),"0,268",8
5476,,4022194,2015,Wood (t),"10,301",8
5477,22195,4022195,2015,Wood (t),"7,867",8
5478,22196,4022196,2015,Wood (t),"49,064",8
5479,22199,4022199,2015,Wood (t),"70,159",8
5480,22200,4022200,2015,Wood (t),"41,823",8
5481,,4022201,2015,Wood (t),"91,048",8
5482,22202,4022202,2015,Wood (t),"15,689",8
5483,22203,4022203,2015,Wood (t),"0,726",8
5484,,4022204,2015,Wood (t),"115,577",8
5485,22205,4022205,2015,Wood (t),"2.213,599",8
5486,,4022207,2015,Wood (t),"76,355",8
5487,,4022208,2015,Wood (t),"1,150",8
5488,22232,4022232,2015,Wood (t),"24,874",8
5489,22209,4022209,2015,Wood (t),"6,890",8
5490,22210,4022210,2015,Wood (t),"1,393",8
5491,,4022211,2015,Wood (t),"15,008",8
5492,,4022212,2015,Wood (t),"20,350",8
5493,22213,4022213,2015,Wood (t),"42,020",8
5494,,4022215,2015,Wood (t),"38,573",8
5495,,4022216,2015,Wood (t),"4,579",8
5496,,4022217,2015,Wood (t),"45,728",8
5497,,4022220,2015,Wood (t),"11,203",8
5498,,4022219,2015,Wood (t),"38,537",8
5499,,4022221,2015,Wood (t),"12,248",8
5500,22222,4022222,2015,Wood (t),"76,898",8
5501,,4022223,2015,Wood (t),"20,260",8
5502,22224,4022224,2015,Wood (t),"78,632",8
5503,,4022225,2015,Wood (t),"22,260",8
5504,22226,4022226,2015,Wood (t),"29,954",8
5505,,4022227,2015,Wood (t),"7,253",8
5506,22001,4022001,2016,Wood (t),"118,001",8
5507,22002,4022002,2016,Wood (t),"37,526",8
5508,22003,4022003,2016,Wood (t),"77,395",8
5509,22235,4022235,2016,Wood (t),"45,036",8
5510,,4022236,2016,Wood (t),"69,135",8
5511,22237,4022237,2016,Wood (t),"21,010",8
5512,22005,4022005,2016,Wood (t),"100,486",8
5513,22006,4022006,2016,Wood (t),"374,330",8
5514,22007,4022007,2016,Wood (t),"85,003",8
5515,,4022009,2016,Wood (t),"97,928",8
5516,22011,4022011,2016,Wood (t),"33,400",8
5517,22013,4022013,2016,Wood (t),"64,501",8
5518,22015,4022015,2016,Wood (t),"9,694",8
5519,22017,4022017,2016,Wood (t),"33,209",8
5520,22018,4022018,2016,Wood (t),"9,504",8
5521,22021,4022021,2016,Wood (t),"13,492",8
5522,22238,4022238,2016,Wood (t),"37,719",8
5523,22239,4022239,2016,Wood (t),"13,977",8
5524,22022,4022022,2016,Wood (t),"148,300",8
5525,22025,4022025,2016,Wood (t),"116,268",8
5526,22026,4022026,2016,Wood (t),"8,542",8
5527,,4022027,2016,Wood (t),"26,848",8
5528,22029,4022029,2016,Wood (t),"19,996",8
5529,,4022030,2016,Wood (t),"11,511",8
5530,22032,4022032,2016,Wood (t),"41,058",8
5531,22033,4022033,2016,Wood (t),"9,103",8
5532,22034,4022034,2016,Wood (t),"95,352",8
5533,22035,4022035,2016,Wood (t),"10,109",8
5534,22036,4022036,2016,Wood (t),"53,960",8
5535,22037,4022037,2016,Wood (t),"50,364",8
5536,22038,4022038,2016,Wood (t),"42,338",8
5537,22039,4022039,2016,Wood (t),"85,800",8
5538,22040,4022040,2016,Wood (t),"8,684",8
5539,,4022041,2016,Wood (t),"27,271",8
5540,22042,4022042,2016,Wood (t),"38,893",8
5541,22043,4022043,2016,Wood (t),"10,811",8
5542,22045,4022045,2016,Wood (t),"4,547",8
5543,22240,4022240,2016,Wood (t),"70,703",8
5544,,4022046,2016,Wood (t),"22,659",8
5545,22048,4022048,2016,Wood (t),"31,716",8
5546,22047,4022047,2016,Wood (t),"36,494",8
5547,22049,4022049,2016,Wood (t),"22,296",8
5548,22050,4022050,2016,Wood (t),"77,626",8
5549,22051,4022051,2016,Wood (t),"46,043",8
5550,22052,4022052,2016,Wood (t),"16,828",8
5551,22053,4022053,2016,Wood (t),"76,428",8
5552,22054,4022054,2016,Wood (t),"1,962",8
5553,22241,4022241,2016,Wood (t),"62,247",8
5554,22058,4022058,2016,Wood (t),"18,279",8
5555,22059,4022059,2016,Wood (t),"8,556",8
5556,22060,4022060,2016,Wood (t),"10,290",8
5557,22061,4022061,2016,Wood (t),"43,175",8
5558,22062,4022062,2016,Wood (t),"231,799",8
5559,,4022063,2016,Wood (t),"23,813",8
5560,22228,4022228,2016,Wood (t),"71,226",8
5561,22064,4022064,2016,Wood (t),"48,042",8
5562,,4022242,2016,Wood (t),"49,770",8
5563,22068,4022068,2016,Wood (t),"20,350",8
5564,,4022070,2016,Wood (t),"11,086",8
5565,22071,4022071,2016,Wood (t),"14,611",8
5566,22074,4022074,2016,Wood (t),"42,844",8
5567,22233,4022233,2016,Wood (t),"81,438",8
5568,22078,4022078,2016,Wood (t),"11,899",8
5569,22079,4022079,2016,Wood (t),"113,651",8
5570,,4022080,2016,Wood (t),"17,210",8
5571,22081,4022081,2016,Wood (t),"38,824",8
5572,,4022083,2016,Wood (t),"22,065",8
5573,,4022085,2016,Wood (t),"7,891",8
5574,22087,4022087,2016,Wood (t),"130,738",8
5575,,4022088,2016,Wood (t),"56,795",8
5576,22089,4022089,2016,Wood (t),"14,546",8
5577,,4022090,2016,Wood (t),"5,575",8
5578,22091,4022091,2016,Wood (t),"10,998",8
5579,22092,4022092,2016,Wood (t),"65,302",8
5580,22093,4022093,2016,Wood (t),"21,841",8
5581,22095,4022095,2016,Wood (t),"46,721",8
5582,22097,4022097,2016,Wood (t),"31,365",8
5583,22098,4022098,2016,Wood (t),"57,548",8
5584,22102,4022102,2016,Wood (t),"76,233",8
5585,22103,4022103,2016,Wood (t),"229,184",8
5586,22229,4022229,2016,Wood (t),"164,140",8
5587,22104,4022104,2016,Wood (t),"145,130",8
5588,22106,4022106,2016,Wood (t),"28,068",8
5589,22108,4022108,2016,Wood (t),"22,659",8
5590,,4022109,2016,Wood (t),"12,022",8
5591,22243,4022243,2016,Wood (t),"74,543",8
5592,,4022110,2016,Wood (t),"45,200",8
5593,,4022111,2016,Wood (t),"21,438",8
5594,22112,4022112,2016,Wood (t),"2,590",8
5595,22113,4022113,2016,Wood (t),"23,360",8
5596,22114,4022114,2016,Wood (t),"53,890",8
5597,22115,4022115,2016,Wood (t),"44,167",8
5598,22116,4022116,2016,Wood (t),"141,399",8
5599,22117,4022117,2016,Wood (t),"181,089",8
5600,22118,4022118,2016,Wood (t),"211,540",8
5601,22120,4022120,2016,Wood (t),"63,647",8
5602,22123,4022123,2016,Wood (t),"177,835",8
5603,22124,4022124,2016,Wood (t),"87,100",8
5604,,4022126,2016,Wood (t),"35,464",8
5605,22127,4022127,2016,Wood (t),"37,410",8
5606,22128,4022128,2016,Wood (t),"15,973",8
5607,22129,4022129,2016,Wood (t),"23,181",8
5608,22130,4022130,2016,Wood (t),"17,196",8
5609,22131,4022131,2016,Wood (t),"27,440",8
5610,,4022133,2016,Wood (t),"4,949",8
5611,,4022134,2016,Wood (t),"14,040",8
5612,22136,4022136,2016,Wood (t),"40,490",8
5613,22137,4022137,2016,Wood (t),"25,300",8
5614,22138,4022138,2016,Wood (t),"8,088",8
5615,22139,4022139,2016,Wood (t),"482,638",8
5616,,4022234,2016,Wood (t),"27,656",8
5617,22142,4022142,2016,Wood (t),"17,702",8
5618,22143,4022143,2016,Wood (t),"151,268",8
5619,22144,4022144,2016,Wood (t),"42,577",8
5620,,4022244,2016,Wood (t),"35,334",8
5621,,4022145,2016,Wood (t),"75,350",8
5622,22230,4022230,2016,Wood (t),"246,937",8
5623,22147,4022147,2016,Wood (t),"81,828",8
5624,,4022245,2016,Wood (t),"208,833",8
5625,22150,4022150,2016,Wood (t),"15,350",8
5626,,4022152,2016,Wood (t),"42,052",8
5627,22153,4022153,2016,Wood (t),"391,055",8
5628,,4022154,2016,Wood (t),"20,812",8
5629,22155,4022155,2016,Wood (t),"54,256",8
5630,22156,4022156,2016,Wood (t),"66,636",8
5631,22157,4022157,2016,Wood (t),"9,357",8
5632,22135,4022135,2016,Wood (t),"2,962",8
5633,22159,4022159,2016,Wood (t),"26,782",8
5634,,4022160,2016,Wood (t),"41,319",8
5635,22161,4022161,2016,Wood (t),"684,992",8
5636,,4022162,2016,Wood (t),"20,284",8
5637,22163,4022163,2016,Wood (t),"31,597",8
5638,22164,4022164,2016,Wood (t),"5,737",8
5639,22165,4022165,2016,Wood (t),"11,675",8
5640,22231,4022231,2016,Wood (t),"37,123",8
5641,,4022167,2016,Wood (t),"79,431",8
5642,,4022168,2016,Wood (t),"10,036",8
5643,22169,4022169,2016,Wood (t),"31,597",8
5644,22170,4022170,2016,Wood (t),"33,312",8
5645,22171,4022171,2016,Wood (t),"30,705",8
5646,22172,4022172,2016,Wood (t),"35,478",8
5647,22246,4022246,2016,Wood (t),"63,585",8
5648,22173,4022173,2016,Wood (t),"15,667",8
5649,,4022176,2016,Wood (t),"29,580",8
5650,22177,4022177,2016,Wood (t),"22,659",8
5651,22179,4022179,2016,Wood (t),"33,880",8
5652,22180,4022180,2016,Wood (t),"34,828",8
5653,22181,4022181,2016,Wood (t),"23,780",8
5654,22182,4022182,2016,Wood (t),"28,457",8
5655,22183,4022183,2016,Wood (t),"87,849",8
5656,22184,4022184,2016,Wood (t),"16,120",8
5657,22188,4022188,2016,Wood (t),"43,686",8
5658,22189,4022189,2016,Wood (t),"12,392",8
5659,22190,4022190,2016,Wood (t),"19,804",8
5660,22191,4022191,2016,Wood (t),"29,965",8
5661,22193,4022193,2016,Wood (t),"0,553",8
5662,22195,4022195,2016,Wood (t),"7,115",8
5663,22196,4022196,2016,Wood (t),"51,510",8
5664,22199,4022199,2016,Wood (t),"68,822",8
5665,22200,4022200,2016,Wood (t),"43,998",8
5666,22202,4022202,2016,Wood (t),"15,363",8
5667,22203,4022203,2016,Wood (t),"1,720",8
5668,22247,4022247,2016,Wood (t),"41,502",8
5669,22205,4022205,2016,Wood (t),"2.223,903",8
5670,22232,4022232,2016,Wood (t),"23,947",8
5671,22209,4022209,2016,Wood (t),"6,885",8
5672,22210,4022210,2016,Wood (t),"1,655",8
5673,22248,4022248,2016,Wood (t),"132,641",8
5674,,4022211,2016,Wood (t),"15,504",8
5675,22213,4022213,2016,Wood (t),"46,300",8
5676,,4022216,2016,Wood (t),"3,773",8
5677,,4022217,2016,Wood (t),"50,240",8
5678,,4022249,2016,Wood (t),"163,361",8
5679,22222,4022222,2016,Wood (t),"75,264",8
5680,22224,4022224,2016,Wood (t),"76,206",8
5681,,4022225,2016,Wood (t),"44,884",8
5682,22226,4022226,2016,Wood (t),"31,612",8
5683,22001,4022001,2017,Wood (t),"168,647",8
5684,22002,4022002,2017,Wood (t),"37,807",8
5685,22003,4022003,2017,Wood (t),"77,973",8
5686,22235,4022235,2017,Wood (t),"45,373",8
5687,,4022236,2017,Wood (t),"86,573",8
5688,22237,4022237,2017,Wood (t),"23,373",8
5689,22005,4022005,2017,Wood (t),"101,236",8
5690,22006,4022006,2017,Wood (t),"378,294",8
5691,22007,4022007,2017,Wood (t),"109,289",8
5692,,4022009,2017,Wood (t),"114,856",8
5693,22011,4022011,2017,Wood (t),"37,970",8
5694,22013,4022013,2017,Wood (t),"73,652",8
5695,22015,4022015,2017,Wood (t),"7,008",8
5696,22017,4022017,2017,Wood (t),"34,841",8
5697,22018,4022018,2017,Wood (t),"9,971",8
5698,22021,4022021,2017,Wood (t),"14,155",8
5699,22238,4022238,2017,Wood (t),"39,572",8
5700,22239,4022239,2017,Wood (t),"14,664",8
5701,22022,4022022,2017,Wood (t),"128,854",8
5702,22025,4022025,2017,Wood (t),"115,243",8
5703,22026,4022026,2017,Wood (t),"9,503",8
5704,,4022027,2017,Wood (t),"29,868",8
5705,22029,4022029,2017,Wood (t),"20,979",8
5706,,4022030,2017,Wood (t),"12,806",8
5707,22032,4022032,2017,Wood (t),"51,200",8
5708,22033,4022033,2017,Wood (t),"10,238",8
5709,22034,4022034,2017,Wood (t),"114,680",8
5710,22035,4022035,2017,Wood (t),"10,320",8
5711,22036,4022036,2017,Wood (t),"89,480",8
5712,22037,4022037,2017,Wood (t),"56,030",8
5713,22038,4022038,2017,Wood (t),"45,432",8
5714,22039,4022039,2017,Wood (t),"128,020",8
5715,22040,4022040,2017,Wood (t),"8,516",8
5716,,4022041,2017,Wood (t),"26,746",8
5717,22042,4022042,2017,Wood (t),"40,804",8
5718,22043,4022043,2017,Wood (t),"9,967",8
5719,22045,4022045,2017,Wood (t),"4,771",8
5720,22240,4022240,2017,Wood (t),"52,805",8
5721,,4022046,2017,Wood (t),"25,208",8
5722,22048,4022048,2017,Wood (t),"41,232",8
5723,22047,4022047,2017,Wood (t),"35,792",8
5724,22049,4022049,2017,Wood (t),"20,653",8
5725,22050,4022050,2017,Wood (t),"76,131",8
5726,22051,4022051,2017,Wood (t),"51,223",8
5727,22052,4022052,2017,Wood (t),"16,953",8
5728,22053,4022053,2017,Wood (t),"76,998",8
5729,22054,4022054,2017,Wood (t),"2,273",8
5730,22241,4022241,2017,Wood (t),"62,711",8
5731,22058,4022058,2017,Wood (t),"18,416",8
5732,22059,4022059,2017,Wood (t),"6,680",8
5733,22060,4022060,2017,Wood (t),"11,448",8
5734,22061,4022061,2017,Wood (t),"50,696",8
5735,22062,4022062,2017,Wood (t),"257,877",8
5736,,4022063,2017,Wood (t),"26,492",8
5737,22228,4022228,2017,Wood (t),"74,725",8
5738,22064,4022064,2017,Wood (t),"54,559",8
5739,,4022242,2017,Wood (t),"55,369",8
5740,22068,4022068,2017,Wood (t),"22,160",8
5741,,4022070,2017,Wood (t),"10,873",8
5742,22071,4022071,2017,Wood (t),"16,255",8
5743,22074,4022074,2017,Wood (t),"47,664",8
5744,22233,4022233,2017,Wood (t),"92,441",8
5745,22078,4022078,2017,Wood (t),"15,638",8
5746,22079,4022079,2017,Wood (t),"117,092",8
5747,,4022080,2017,Wood (t),"17,339",8
5748,22081,4022081,2017,Wood (t),"39,115",8
5749,,4022083,2017,Wood (t),"23,149",8
5750,,4022085,2017,Wood (t),"7,857",8
5751,22087,4022087,2017,Wood (t),"153,955",8
5752,,4022088,2017,Wood (t),"63,185",8
5753,22089,4022089,2017,Wood (t),"17,064",8
5754,,4022090,2017,Wood (t),"3,137",8
5755,22091,4022091,2017,Wood (t),"11,081",8
5756,22092,4022092,2017,Wood (t),"65,789",8
5757,22093,4022093,2017,Wood (t),"22,914",8
5758,22095,4022095,2017,Wood (t),"39,057",8
5759,22097,4022097,2017,Wood (t),"25,649",8
5760,22098,4022098,2017,Wood (t),"60,344",8
5761,22102,4022102,2017,Wood (t),"83,487",8
5762,22103,4022103,2017,Wood (t),"230,886",8
5763,22229,4022229,2017,Wood (t),"169,190",8
5764,22104,4022104,2017,Wood (t),"136,280",8
5765,22106,4022106,2017,Wood (t),"31,226",8
5766,22108,4022108,2017,Wood (t),"22,827",8
5767,,4022109,2017,Wood (t),"14,420",8
5768,22243,4022243,2017,Wood (t),"75,100",8
5769,,4022110,2017,Wood (t),"41,570",8
5770,,4022111,2017,Wood (t),"23,850",8
5771,22112,4022112,2017,Wood (t),"2,718",8
5772,22113,4022113,2017,Wood (t),"35,750",8
5773,22114,4022114,2017,Wood (t),"54,360",8
5774,22115,4022115,2017,Wood (t),"34,571",8
5775,22116,4022116,2017,Wood (t),"142,454",8
5776,22117,4022117,2017,Wood (t),"182,440",8
5777,22118,4022118,2017,Wood (t),"198,530",8
